Date Time,T (degC)
01.01.2009 00:00:00,-6.81062937062937
02.01.2009 00:00:00,-3.7281944444444446
03.01.2009 00:00:00,-5.271736111111111
04.01.2009 00:00:00,-1.3752083333333334
05.01.2009 00:00:00,-4.867152777777778
06.01.2009 00:00:00,-15.482847222222224
07.01.2009 00:00:00,-15.734375
08.01.2009 00:00:00,-9.609166666666667
09.01.2009 00:00:00,-12.301458333333334
10.01.2009 00:00:00,-10.72826388888889
11.01.2009 00:00:00,-8.681666666666667
12.01.2009 00:00:00,-5.38486111111111
13.01.2009 00:00:00,-1.6781944444444443
14.01.2009 00:00:00,-4.687777777777778
15.01.2009 00:00:00,-0.06097222222222223
16.01.2009 00:00:00,-2.815763888888889
17.01.2009 00:00:00,0.03965277777777779
18.01.2009 00:00:00,2.5628472222222225
19.01.2009 00:00:00,2.5247916666666668
20.01.2009 00:00:00,3.1835416666666667
21.01.2009 00:00:00,-1.5480555555555555
22.01.2009 00:00:00,-1.1256944444444443
23.01.2009 00:00:00,1.4604166666666667
24.01.2009 00:00:00,2.580347222222222
25.01.2009 00:00:00,0.9847222222222223
26.01.2009 00:00:00,-3.2847222222222223
27.01.2009 00:00:00,-1.344236111111111
28.01.2009 00:00:00,-2.4938194444444446
29.01.2009 00:00:00,-2.3710416666666667
30.01.2009 00:00:00,-2.3960416666666666
31.01.2009 00:00:00,-2.001666666666667
01.02.2009 00:00:00,-3.3604861111111113
02.02.2009 00:00:00,-0.7297222222222222
03.02.2009 00:00:00,-0.04368055555555555
04.02.2009 00:00:00,-1.0165277777777777
05.02.2009 00:00:00,1.839513888888889
06.02.2009 00:00:00,2.575763888888889
07.02.2009 00:00:00,1.4011805555555557
08.02.2009 00:00:00,1.1025
09.02.2009 00:00:00,-0.2054166666666667
10.02.2009 00:00:00,2.501736111111111
11.02.2009 00:00:00,0.27479166666666666
12.02.2009 00:00:00,-1.4327083333333333
13.02.2009 00:00:00,-1.3451388888888889
14.02.2009 00:00:00,-3.6197222222222223
15.02.2009 00:00:00,-4.306388888888889
16.02.2009 00:00:00,0.1820138888888889
17.02.2009 00:00:00,-2.414236111111111
18.02.2009 00:00:00,-4.156041666666667
19.02.2009 00:00:00,-4.658125
20.02.2009 00:00:00,0.24298611111111107
21.02.2009 00:00:00,1.07875
22.02.2009 00:00:00,1.9157638888888888
23.02.2009 00:00:00,2.443125
24.02.2009 00:00:00,-0.3482638888888889
25.02.2009 00:00:00,1.4436805555555554
26.02.2009 00:00:00,3.9734027777777774
27.02.2009 00:00:00,4.852569444444445
28.02.2009 00:00:00,6.567291666666667
01.03.2009 00:00:00,5.435694444444445
02.03.2009 00:00:00,5.4338194444444445
03.03.2009 00:00:00,3.935416666666667
04.03.2009 00:00:00,4.606111111111111
05.03.2009 00:00:00,2.216527777777778
06.03.2009 00:00:00,3.949513888888889
07.03.2009 00:00:00,1.7006249999999998
08.03.2009 00:00:00,2.807638888888889
09.03.2009 00:00:00,3.841041666666667
10.03.2009 00:00:00,3.628055555555556
11.03.2009 00:00:00,2.9263194444444443
12.03.2009 00:00:00,2.976111111111111
13.03.2009 00:00:00,6.547638888888889
14.03.2009 00:00:00,5.2664583333333335
15.03.2009 00:00:00,6.188402777777778
16.03.2009 00:00:00,6.14638888888889
17.03.2009 00:00:00,6.388055555555556
18.03.2009 00:00:00,3.901944444444444
19.03.2009 00:00:00,2.7075694444444443
20.03.2009 00:00:00,0.0954861111111111
21.03.2009 00:00:00,1.7323611111111112
22.03.2009 00:00:00,3.869652777777778
23.03.2009 00:00:00,5.707916666666666
24.03.2009 00:00:00,1.2549305555555557
25.03.2009 00:00:00,-0.2568055555555555
26.03.2009 00:00:00,4.225069444444444
27.03.2009 00:00:00,5.914722222222222
28.03.2009 00:00:00,5.385138888888889
29.03.2009 00:00:00,5.857986111111111
30.03.2009 00:00:00,4.617777777777778
31.03.2009 00:00:00,4.680694444444445
01.04.2009 00:00:00,7.28388888888889
02.04.2009 00:00:00,10.625833333333333
